"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","AUT","Austria","2018","2018",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","AUT","Austria","2019","2019",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","AUT","Austria","2020","2020",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2010","2010",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2011","2011",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2012","2012",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2013","2013",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2014","2014",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2015","2015",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2016","2016",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2017","2017",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2018","2018",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2019","2019",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2020","2020",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2010","2010",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2011","2011",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2012","2012",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2013","2013",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2014","2014",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2015","2015",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2016","2016",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2017","2017",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2018","2018",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2019","2019",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2010","2010",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2011","2011",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2012","2012",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2013","2013",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2014","2014",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2015","2015",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2016","2016",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2017","2017",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2018","2018",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2019","2019",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2010","2010",12.8,"D","Difference in methodology"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2011","2011",12.4,"D","Difference in methodology"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2012","2012",12.5,"D","Difference in methodology"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2013","2013",12.5,"D","Difference in methodology"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2014","2014",11.5,"D","Difference in methodology"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2015","2015",12,"D","Difference in methodology"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2016","2016",11.9,"D","Difference in methodology"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2017","2017",12.2,"D","Difference in methodology"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2018","2018",13.6,"D","Difference in methodology"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2019","2019",15.3,"D","Difference in methodology"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2010","2010",0,"E","Estimated value"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2011","2011",0,"E","Estimated value"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2012","2012",0,"E","Estimated value"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2013","2013",0,"E","Estimated value"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2014","2014",0,"E","Estimated value"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2015","2015",0,"E","Estimated value"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2016","2016",0,"E","Estimated value"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2017","2017",0,"E","Estimated value"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2018","2018",0,"E","Estimated value"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2019","2019",0,"E","Estimated value"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2010","2010",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2011","2011",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2012","2012",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2013","2013",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2014","2014",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2015","2015",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2016","2016",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2017","2017",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2018","2018",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2019","2019",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2020","2020",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2010","2010",49.8,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2011","2011",47.3,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2012","2012",45.7,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2013","2013",44.4,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2014","2014",43.6,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2015","2015",45.3,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2016","2016",45.4,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2017","2017",45.4,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2018","2018",45.7,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2019","2019",46.3,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2020","2020",46.2,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2010","2010",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2011","2011",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2012","2012",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2013","2013",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2014","2014",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2015","2015",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2016","2016",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2017","2017",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2018","2018",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2019","2019",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2010","2010",6.1,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2011","2011",7.2,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2012","2012",7.5,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2013","2013",7.4,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2014","2014",8.1,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2015","2015",8.2,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2016","2016",9.1,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2017","2017",9.6,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2018","2018",9.9,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2019","2019",9.9,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2010","2010",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2011","2011",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2012","2012",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2013","2013",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2014","2014",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2015","2015",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2016","2016",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2017","2017",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2018","2018",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2019","2019",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2010","2010",31.6,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2011","2011",30.9,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2012","2012",30.5,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2013","2013",29.8,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2014","2014",29.3,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2015","2015",28.8,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2016","2016",27.7,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2017","2017",27.6,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2018","2018",27.8,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2019","2019",27,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2020","2020",26.7,"E","Estimated value"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2010","2010",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2011","2011",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2012","2012",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2013","2013",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2014","2014",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2015","2015",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2016","2016",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2017","2017",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2018","2018",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2019","2019",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2010","2010",19.8,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2011","2011",19.8,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2012","2012",20.2,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2013","2013",21,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2014","2014",22.3,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2015","2015",25.7,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2016","2016",26.1,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2017","2017",26.6,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2018","2018",26,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2019","2019",28.1,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2010","2010",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2011","2011",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2012","2012",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2013","2013",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2014","2014",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2015","2015",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2016","2016",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2017","2017",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2018","2018",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2019","2019",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2020","2020",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ESP","Spain","2011","2011",12.5,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ESP","Spain","2014","2014",14.9,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ESP","Spain","2017","2017",15.4,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ESP","Spain","2020","2020",14.6,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2010","2010",4.6,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2011","2011",5.1,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2012","2012",5.3,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2013","2013",5.6,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2014","2014",5.8,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2015","2015",6,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2016","2016",6.2,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2017","2017",6.4,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2018","2018",6.5,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SWE","Sweden","2019","2019",6.6,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2010","2010",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2011","2011",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2012","2012",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2013","2013",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2014","2014",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2015","2015",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2016","2016",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2017","2017",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2018","2018",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","CHE","Switzerland","2019","2019",0,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2010","2010",11.2,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2011","2011",10.9,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2012","2012",10.8,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2013","2013",10.6,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2014","2014",10.4,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2015","2015",10.5,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2016","2016",10.4,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2017","2017",10.3,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2018","2018",10.3,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2019","2019",10.3,"E","Estimated value"
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISR","Israel","2010","2010",80.6,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISR","Israel","2011","2011",80,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISR","Israel","2012","2012",80.3,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISR","Israel","2013","2013",82.9,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISR","Israel","2014","2014",83.9,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISR","Israel","2015","2015",83.4,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISR","Israel","2016","2016",83.1,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISR","Israel","2017","2017",83.2,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","ISR","Israel","2018","2018",84.1,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2010","2010",0.2,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2011","2011",0.2,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2012","2012",0.2,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2013","2013",0.2,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2014","2014",0.2,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2015","2015",0.3,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2016","2016",0.8,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2017","2017",3.3,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2018","2018",4.5,,
"PHINDUPI","Duplicate private health insurance coverage","TOTPOPTX","% of total population","SVN","Slovenia","2019","2019",4.3,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2010","2010",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2011","2011",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2012","2012",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2013","2013",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2014","2014",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2015","2015",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2016","2016",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2017","2017",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2018","2018",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2019","2019",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2020","2020",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","BEL","Belgium","2015","2015",98,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","BEL","Belgium","2016","2016",98,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","BEL","Belgium","2017","2017",98,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","BEL","Belgium","2018","2018",98,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","BEL","Belgium","2019","2019",98,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2010","2010",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2011","2011",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2012","2012",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2013","2013",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2014","2014",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2015","2015",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2016","2016",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2017","2017",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2018","2018",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2019","2019",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2020","2020",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2010","2010",21.6,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2011","2011",24.1,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2012","2012",27.1,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2013","2013",28.8,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2014","2014",31.7,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2015","2015",32,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2016","2016",32.6,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2017","2017",33.6,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2018","2018",34.9,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2019","2019",33.4,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2010","2010",95.8,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2012","2012",95,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2014","2014",95.5,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2010","2010",20.6,"E","Estimated value"
